"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"05.11.2015 04:20:00";"2";"0";"49";"1,03";"4194304";"226073";"5,39";"0";"1";"50";"0";"0"
"05.11.2015 04:25:00";"2";"0";"54";"1,14";"4194304";"234462";"5,59";"0";"3";"50";"0";"0"
"05.11.2015 04:30:00";"2";"0";"51";"1,07";"4194304";"234462";"5,59";"0";"2";"50";"0";"0"
"05.11.2015 04:35:00";"2";"0";"54";"1,15";"4194304";"242850";"5,79";"0";"2";"50";"0";"0"
"05.11.2015 04:40:00";"2";"0";"50";"1,05";"4194304";"268016";"6,39";"0";"2";"50";"0";"0"
"05.11.2015 04:45:00";"2";"0";"49";"1,02";"4194304";"242850";"5,79";"0";"1";"50";"0";"0"
"05.11.2015 04:50:00";"2";"0";"49";"1,04";"4194304";"150576";"3,59";"0";"1";"50";"0";"0"
"05.11.2015 04:55:00";"2";"0";"49";"1,03";"4194304";"156028";"3,72";"0";"1";"50";"0";"0"
"05.11.2015 05:00:00";"2";"0";"50";"1,05";"4194304";"175741";"4,19";"0";"1";"50";"0";"0"
"05.11.2015 05:05:00";"2";"0";"49";"1,04";"4194304";"150576";"3,59";"0";"1";"50";"0";"0"
"05.11.2015 05:10:00";"2";"0";"49";"1,03";"4194304";"130862";"3,12";"0";"1";"50";"0";"0"
"05.11.2015 05:15:00";"2";"0";"49";"1,02";"4194304";"200907";"4,79";"0";"1";"50";"0";"0"
"05.11.2015 05:20:00";"2";"0";"48";"1,01";"4194304";"256691";"6,12";"0";"1";"50";"0";"0"
"05.11.2015 05:25:00";"2";"0";"54";"1,14";"4194304";"236978";"5,65";"0";"3";"50";"0";"0"
"05.11.2015 05:30:00";"2";"0";"51";"1,06";"4194304";"167353";"3,99";"0";"1";"50";"0";"0"
