"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"05.11.2015 00:00:00";"8";"0";"63";"0,34";"16777216";"144284";"0,86";"0";"1";"438";"0";"3"
"05.11.2015 00:05:00";"8";"0";"64";"0,34";"16777216";"501639";"2,99";"0";"1";"438";"0";"2"
"05.11.2015 00:10:00";"8";"0";"60";"0,32";"16777216";"98986";"0,59";"0";"1";"438";"0";"2"
"05.11.2015 00:15:00";"8";"0";"59";"0,32";"16777216";"187905";"1,12";"0";"1";"438";"0";"3"
"05.11.2015 00:20:00";"8";"0";"59";"0,32";"16777216";"98986";"0,59";"0";"1";"438";"0";"3"
"05.11.2015 00:25:00";"8";"0";"60";"0,32";"16777216";"166094";"0,99";"0";"1";"438";"0";"3"
"05.11.2015 00:30:00";"8";"0";"59";"0,32";"16777216";"0";"0";"0";"1";"438";"0";"2"
"05.11.2015 00:35:00";"8";"0";"60";"0,32";"16777216";"0";"0";"0";"1";"438";"0";"3"
"05.11.2015 00:40:00";"8";"0";"60";"0,32";"16777216";"98986";"0,59";"0";"1";"438";"0";"2"
"05.11.2015 00:45:00";"8";"0";"61";"0,32";"16777216";"132540";"0,79";"0";"1";"438";"0";"2"
"05.11.2015 00:50:00";"8";"0";"60";"0,32";"16777216";"65431";"0,39";"0";"1";"438";"0";"2"
"05.11.2015 00:55:00";"8";"0";"60";"0,32";"16777216";"65431";"0,39";"0";"1";"438";"0";"2"
"05.11.2015 01:00:00";"8";"0";"66";"0,36";"16777216";"77175";"0,46";"0";"1";"438";"0";"2"
"05.11.2015 01:05:00";"8";"0";"60";"0,32";"16777216";"557004";"3,32";"0";"1";"438";"0";"3"
"05.11.2015 01:10:00";"8";"0";"59";"0,32";"16777216";"31877";"0,19";"0";"1";"438";"0";"2"
"05.11.2015 01:15:00";"8";"0";"59";"0,32";"16777216";"0";"0";"0";"1";"438";"0";"2"
"05.11.2015 01:20:00";"8";"0";"59";"0,32";"16777216";"10066";"0,06";"0";"1";"438";"0";"3"
"05.11.2015 01:25:00";"8";"0";"59";"0,32";"16777216";"87242";"0,52";"0";"1";"438";"0";"3"
"05.11.2015 01:30:00";"8";"0";"59";"0,32";"16777216";"110730";"0,66";"0";"1";"438";"0";"2"
